17,3.1e-05
50,1.2e-05
43,7e-06
85,1.4e-05
62,1e-05
19,4e-06
64,1e-05
36,5e-06
60,9e-06
60,9e-06
71,1.1e-05
50,7e-06
45,7e-06
58,8e-06
20,3e-06
80,1.2e-05
63,9e-06
88,1.3e-05
107,1.6e-05
32,6e-06
67,1e-05
84,1.3e-05
61,9e-06
92,1.4e-05
46,7e-06
29,6e-06
91,1.3e-05
64,1e-05
72,1.1e-05
83,1.3e-05
104,1.9e-05
62,2.5e-05
27,1.7e-05
73,1.9e-05
70,1.4e-05
84,1.8e-05
52,1.3e-05
90,1.9e-05
85,1.6e-05
104,2e-05
98,1.7e-05
18,6e-06
108,1.9e-05
21,7e-06
93,1.6e-05
45,1.9e-05
48,8e-06
45,8e-06
37,6e-06
29,5e-06
56,9e-06
28,8e-06
40,7e-06
65,1e-05
37,5e-06
51,9e-06
55,7e-06
61,9e-06
49,8e-06
68,1.1e-05
66,1e-05
78,1.2e-05
96,1.6e-05
42,6e-06
51,8e-06
17,3e-06
34,5e-06
19,4e-06
23,3e-06
39,7e-06
46,7e-06
93,1.5e-05
29,6e-06
18,4e-06
81,1.3e-05
85,1.3e-05
46,7e-06
89,1.2e-05
89,2.5e-05
102,3.3e-05
101,1.8e-05
63,1.1e-05
107,1.8e-05
59,9e-06
61,1.2e-05
68,1.1e-05
22,7e-06
39,7e-06
70,1.1e-05
71,1.8e-05
25,6e-06
71,1e-05
76,1.5e-05
50,8e-06
78,1.1e-05
24,4e-06
92,1.5e-05
89,1.5e-05
57,8e-06
85,1.3e-05
103,1.5e-05
41,7e-06
10,3e-06
104,2.3e-05
31,6e-06
37,5e-06
98,1.6e-05
35,8e-06
100,1.6e-05
35,6e-06
80,1.1e-05
23,4e-06
102,1.4e-05
81,1.6e-05
29,1e-05
48,9e-06
34,6e-06
71,1e-05
98,1.9e-05
57,1.4e-05
58,9e-06
89,1.4e-05
43,7e-06
80,1.2e-05
41,7e-06
22,4e-06
70,1e-05
83,1.1e-05
27,4e-06
90,1.3e-05
23,4e-06
10,4e-06
22,3e-06
28,5e-06
67,1.1e-05
27,5e-06
105,1.7e-05
65,1e-05
47,7e-06
80,1.3e-05
83,1.2e-05
77,1.1e-05
26,5e-06
10,2e-06
59,8e-06
106,1.5e-05
99,1.5e-05
81,1.3e-05
27,1.4e-05
97,2.2e-05
74,1.3e-05
85,1.4e-05
69,1.1e-05
108,1.7e-05
105,1.7e-05
74,1e-05
63,1e-05
59,9e-06
99,1.8e-05
41,8e-06
51,9e-06
78,1.3e-05
102,1.7e-05
47,7e-06
26,9e-06
43,7e-06
68,9e-06
105,1.7e-05
89,1.4e-05
27,6e-06
95,1.7e-05
39,6e-06
65,1e-05
94,1.4e-05
50,8e-06
11,3e-06
103,1.6e-05
76,1.2e-05
18,4e-06
60,8e-06
97,1.4e-05
47,1.2e-05
24,5e-06
30,7e-06
104,1.6e-05
79,1.8e-05
31,1.4e-05
91,1.6e-05
89,1.4e-05
42,7e-06
83,1.3e-05
92,1.9e-05
20,3e-06
103,1.5e-05
45,6e-06
94,1.6e-05
46,7e-06
94,1.4e-05
31,5e-06
24,7e-06
897,0.000171
333,6.4e-05
432,9.2e-05
370,7.8e-05
510,8.8e-05
469,8.8e-05
758,0.000139
902,0.000177
592,0.000109
617,0.000114
887,0.000237
869,0.00018
960,0.000179
144,2.3e-05
914,0.000166
213,3.5e-05
488,8.2e-05
237,3.9e-05
930,0.000167
742,0.000129
694,0.000126
113,1.7e-05
785,0.000142
212,3.5e-05
266,4.3e-05
375,6.4e-05
420,7.1e-05
933,0.000173
601,0.000107
278,4.5e-05
219,4.7e-05
735,0.000137
863,0.000158
851,0.000156
100,1.6e-05
603,0.000104
173,2.6e-05
600,0.000109
385,6.6e-05
710,0.000129
650,0.000117
719,0.000125
388,6.6e-05
552,9.7e-05
684,0.000123
74,1.2e-05
719,0.000129
997,0.000189
843,0.000156
522,9.3e-05
940,0.000176
879,0.000166
85,1.3e-05
618,0.000105
468,9.3e-05
254,4.9e-05
545,0.000124
453,8.9e-05
823,0.000157
181,3.3e-05
284,4.4e-05
324,5.1e-05
850,0.000153
755,0.00015
608,0.000105
444,7.6e-05
672,0.000123
365,6.3e-05
549,9.9e-05
312,5.1e-05
864,0.00016
94,1.4e-05
255,4.2e-05
947,0.000189
228,3.8e-05
809,0.000152
392,7.1e-05
