17,3.9e-05
50,1.6e-05
43,9e-06
85,1.8e-05
62,1.5e-05
19,4e-06
64,1.2e-05
36,5e-06
60,1e-05
60,1e-05
71,1.1e-05
50,8e-06
45,1.2e-05
58,1.3e-05
20,5e-06
80,1.2e-05
63,1e-05
88,1.4e-05
107,1.6e-05
32,6e-06
67,9e-06
84,1.3e-05
61,9e-06
92,1.3e-05
46,8e-06
29,5e-06
91,1.4e-05
64,9e-06
72,9e-06
83,1.1e-05
104,1.5e-05
62,7e-06
27,5e-06
73,1.1e-05
70,1e-05
84,1.1e-05
52,8e-06
90,1.2e-05
85,1.3e-05
104,1.5e-05
98,1.5e-05
18,3e-06
108,1.5e-05
21,3e-06
93,1.4e-05
45,7e-06
48,7e-06
45,7e-06
37,6e-06
29,6e-06
56,7e-06
28,5e-06
40,6e-06
65,8e-06
37,5e-06
51,8e-06
55,7e-06
61,8e-06
49,7e-06
68,9e-06
66,9e-06
78,1.1e-05
96,1.3e-05
42,7e-06
51,8e-06
17,4e-06
34,5e-06
19,3e-06
23,4e-06
39,7e-06
46,7e-06
93,1.4e-05
29,5e-06
18,3e-06
81,1.2e-05
85,1.2e-05
46,6e-06
89,1.3e-05
89,1.2e-05
102,1.5e-05
101,1.5e-05
63,8e-06
107,1.6e-05
59,9e-06
61,9e-06
68,1e-05
22,4e-06
39,6e-06
70,1.1e-05
71,1e-05
25,4e-06
71,1.1e-05
76,1.2e-05
50,7e-06
78,1e-05
24,5e-06
92,1.3e-05
89,1.3e-05
57,9e-06
85,1.2e-05
103,1.5e-05
41,6e-06
10,2e-06
104,1.6e-05
31,5e-06
37,5e-06
98,1.4e-05
35,6e-06
100,1.4e-05
35,5e-06
80,1.1e-05
23,3e-06
102,1.4e-05
81,1.1e-05
29,4e-06
48,7e-06
34,5e-06
71,1.1e-05
98,1.4e-05
57,9e-06
58,8e-06
89,1.3e-05
43,6e-06
80,1.2e-05
41,7e-06
22,3e-06
70,9e-06
83,1.1e-05
27,5e-06
90,1.3e-05
23,5e-06
10,3e-06
22,4e-06
28,4e-06
67,1.1e-05
27,5e-06
105,1.5e-05
65,1e-05
47,7e-06
80,1.2e-05
83,1.3e-05
77,1.1e-05
26,4e-06
10,2e-06
59,8e-06
106,1.6e-05
99,1.3e-05
81,1.2e-05
27,3e-06
97,1.4e-05
74,1.1e-05
85,1.3e-05
69,1.1e-05
108,1.5e-05
105,1.5e-05
74,9e-06
63,1e-05
59,9e-06
99,1.5e-05
41,6e-06
51,8e-06
78,1e-05
102,1.4e-05
47,7e-06
26,4e-06
43,5e-06
68,1e-05
105,1.4e-05
89,1.3e-05
27,5e-06
95,1.3e-05
39,6e-06
65,1e-05
94,1.4e-05
50,7e-06
11,2e-06
103,1.6e-05
76,1.2e-05
18,4e-06
60,9e-06
97,1.4e-05
47,7e-06
24,3e-06
30,4e-06
104,1.5e-05
79,1.1e-05
31,5e-06
91,1.3e-05
89,1.2e-05
42,7e-06
83,1.3e-05
92,1.3e-05
20,3e-06
103,1.5e-05
45,6e-06
94,1.4e-05
46,7e-06
94,1.4e-05
31,5e-06
24,4e-06
897,0.000163
333,5.3e-05
432,7.2e-05
370,6e-05
510,8.7e-05
469,7.8e-05
758,0.000131
902,0.000162
592,0.000104
617,0.000106
887,0.000159
869,0.000155
960,0.000173
144,2.2e-05
914,0.000163
213,3.3e-05
488,8.1e-05
237,3.6e-05
930,0.000165
742,0.000126
694,0.00012
113,1.7e-05
785,0.000136
212,4.6e-05
266,4.4e-05
375,6.2e-05
420,7.1e-05
933,0.000168
601,0.000102
278,4.4e-05
219,3.4e-05
735,0.000129
863,0.000154
851,0.000153
100,1.6e-05
603,0.000102
173,2.6e-05
600,0.000102
385,6.2e-05
710,0.000124
650,0.000112
719,0.000125
388,5.7e-05
552,8.2e-05
684,0.000113
74,1.1e-05
719,0.000123
997,0.000186
843,0.000154
522,9e-05
940,0.00017
879,0.00016
85,1.3e-05
618,0.000105
468,8e-05
254,3.9e-05
545,9.5e-05
453,7.6e-05
823,0.000148
181,2.8e-05
284,4.6e-05
324,5.3e-05
850,0.000152
755,0.000135
608,0.000107
444,7.5e-05
672,0.00012
365,5.9e-05
549,9.7e-05
312,5e-05
864,0.000155
94,2e-05
255,4e-05
947,0.000168
228,3.5e-05
809,0.000142
392,6.3e-05
713,0.000123
289,4.6e-05
354,5.8e-05
362,5.8e-05
641,0.000113
411,6.8e-05
952,0.00017
690,0.00012
76,1.4e-05
354,5.9e-05
756,0.000134
361,5.8e-05
312,5e-05
114,1.6e-05
323,5.1e-05
439,7e-05
380,6.2e-05
566,9.6e-05
907,0.00016
679,0.000119
34,6e-06
667,0.000113
210,3.3e-05
409,6.5e-05
528,8.9e-05
275,4.2e-05
422,6.8e-05
31,6e-06
35,6e-06
744,0.000131
291,4.6e-05
621,0.000105
897,0.000157
993,0.00018
69,1.1e-05
536,9.1e-05
642,0.000111
493,8.2e-05
369,5.9e-05
51,7e-06
296,4.7e-05
567,0.000104
519,9e-05
630,0.000115
72,1.3e-05
509,8.7e-05
802,0.000143
166,2.6e-05
601,0.000113
313,4.9e-05
499,8.3e-05
110,1.6e-05
132,2.1e-05
637,0.00011
964,0.000175
705,0.000123
525,8.8e-05
120,1.8e-05
206,3.2e-05
283,5.9e-05
100,1.8e-05
772,0.000138
680,0.000119
956,0.000174
720,0.000154
371,6.3e-05
593,9.9e-05
626,0.000105
397,6.3e-05
900,0.000162
367,5.9e-05
202,3.1e-05
632,0.00011
88,1.4e-05
721,0.000123
466,7.8e-05
871,0.000152
329,5.1e-05
827,0.000145
670,0.000115
232,3.7e-05
384,6.2e-05
704,0.000122
676,0.000115
832,0.000147
296,4.8e-05
421,7e-05
641,0.000111
572,9.6e-05
301,4.8e-05
810,0.000142
351,5.7e-05
70,1.1e-05
277,4.3e-05
481,7.5e-05
764,0.000124
545,8.1e-05
364,5.2e-05
484,8.9e-05
19,4e-06
616,0.000108
484,8.2e-05
699,0.000122
59,9e-06
962,0.000176
837,0.000156
393,6.4e-05
483,8.1e-05
937,0.000168
511,8.5e-05
17,4e-06
736,0.00013
375,6.2e-05
806,0.000145
221,3.7e-05
776,0.000135
793,0.000139
896,0.000159
631,0.00011
699,0.000133
763,0.000137
377,6.2e-05
94,1.5e-05
6322,0.001387
9332,0.002254
1597,0.000335
2192,0.000492
3406,0.000767
6831,0.001498
2984,0.000603
4152,0.000898
5538,0.001196
9304,0.002093
3312,0.000683
5780,0.001276
9573,0.002165
1284,0.000239
9318,0.002052
3400,0.000765
